Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
LU,Luxembourg,1993,M,  0.6,  12.0,5.0,  1.472,  95.097,3.2,  2.072,29.0,  24.1,2.5,1.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1994,M,  0.989,  11.653,8.5,  2.218,  95.363,3.7,  3.207,30.8,  24.334,4.1,2.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1995,M,  0.707,  10.492,6.7,  1.523,  96.161,4.3,  2.23,31.7,  24.731,2.9,1.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1996,M,  1.059,  10.507,10.1,  1.612,  97.086,6.1,  2.671,39.7,  24.555,4.3,1.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1997,M,  0.54,  9.641,5.6,  1.452,  98.14,3.8,  1.992,27.1,  24.458,2.2,1.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1998,M,  0.528,  9.066,5.8,  1.545,  99.692,3.8,  2.072,25.5,  24.351,2.2,1.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,1999,M,  0.551,  8.887,6.2,  1.33,  100.471,4.7,  1.88,29.3,  24.706,2.2,1.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2000,M,  0.521,  9.205,5.7,  1.512,  102.463,3.8,  2.033,25.6,  24.628,2.1,1.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2001,M,  0.66,  9.278,7.1,  1.105,  103.723,6.7,  1.765,37.4,  25.188,2.6,1.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2002,M,  0.51,  9.563,5.3,  1.715,  105.484,3.3,  2.225,22.9,  25.053,2.0,1.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2003,M,  0.762,  7.826,9.7,  2.624,  106.712,4.0,  3.386,22.5,  25.229,3.0,2.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2004,M,  0.917,  7.581,12.1,  3.329,  107.713,3.9,  4.246,21.6,  25.64,3.6,3.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2005,M,  0.985,  8.387,11.7,  3.103,  108.284,4.1,  4.088,24.1,  26.103,3.8,2.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2006,M,  1.366,  8.032,17.0,  2.718,  107.111,6.7,  4.085,33.4,  26.224,5.2,2.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2007,M,  1.121,  8.279,13.5,  3.067,  109.63,4.8,  4.188,26.8,  27.019,4.1,2.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2008,M,  1.056,  8.433,12.5,  4.154,  112.273,3.4,  5.211,20.3,  27.309,3.9,3.7,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2009,M,  1.686,  10.12,16.7,  3.965,  119.648,5.0,  5.652,29.8,  28.972,5.8,3.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
LU,Luxembourg,2010,M,  1.348,  7.637,17.6,  3.581,  122.323,6.0,  4.929,27.3,  28.501,4.7,2.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: May
MO,"Macau, China",1989,M,  0.8,,,  1.6,,,  2.4,33.3,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: May
MO,"Macau, China",1990,M,  0.7,,,  1.7,,,  2.4,29.2,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: May
MO,"Macau, China",1991,M,  0.7,,,  1.8,,,  2.5,28.0,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,Reference period: May
MO,"Macau, China",1992,M,  0.5,  12.5,4.0,  1.4,  86.7,2.5,  1.9,26.3,,,1.6,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1993,M,  0.6,  14.0,4.3,  1.6,  86.1,2.3,  2.2,27.3,,,1.9,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1994,M,  0.8,  12.7,6.3,  1.7,  87.5,3.2,  2.5,32.0,,,1.9,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1995,M,  1.1,,,  3.1,  92.3,,  4.2,26.2,,,3.4,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1996,M,  1.4,,,  3.9,  102.4,,  5.3,26.4,,,3.8,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1997,M,  1.2,  12.0,10.0,  2.9,  103.3,3.6,  4.1,29.3,  27.0,4.4,2.8,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1998,M,  1.6,  11.7,13.7,  4.7,  104.6,3.0,  6.3,25.4,  28.1,5.7,4.5,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",1999,M,  2.0,,,  7.1,,,  9.1,22.0,,,,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2000,M,  1.7,  12.0,14.2,  8.1,  101.6,1.8,  9.8,17.3,  32.5,5.2,8.0,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2001,M,  1.7,,,  7.8,  104.6,,  9.5,17.9,,,7.5,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2002,M,  1.7,,,  7.3,  102.5,,  9.0,18.9,,,7.1,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2003,M,  1.9,  10.4,18.3,  6.4,  104.6,3.0,  8.3,22.9,  37.2,5.1,6.1,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2004,M,  1.7,  11.9,14.3,  5.2,  109.8,3.0,  6.9,24.6,  39.7,4.3,4.7,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2005,M,  1.5,  14.4,10.4,  4.1,  115.6,2.9,  5.6,26.8,  43.9,3.4,3.5,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2006,M,  1.5,  17.4,8.6,  4.0,  129.7,2.8,  5.5,27.3,  47.0,3.2,3.1,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2007,M,  1.9,  21.4,8.9,  3.8,  144.6,3.4,  5.7,33.3,  49.0,3.9,2.6,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2008,M,  1.7,  22.3,7.6,  4.0,  155.8,3.0,  5.7,29.8,  49.6,3.4,2.6,LABORSTA,HS,C,Youth: 14-24; Adult: 25+,
MO,"Macau, China",2009 b,M,  2.0,  20.4,9.8,  5.3,  150.9,2.8,  7.3,27.4,,,3.5,NSO,LFS,C,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",1998,M,  60.109,  86.835,69.2,  104.85,  420.0,2.8,  164.959,36.4,  168.989,35.6,25.0,NSO,LFS,T,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",1999,M,  48.352,  76.012,63.6,  109.783,  420.117,2.4,  158.135,30.6,  165.012,29.3,26.1,NSO,LFS,T,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",2000,M,  41.866,  72.049,58.1,  107.128,  416.495,2.3,  148.994,28.1,  164.843,25.4,25.7,NSO,LFS,T,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",2001 b,M,  43.25,,,  106.121,,,  149.371,29.0,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
MK,"Macedonia, The former Yugoslav Republic of",2002,M,  41.88,  72.2,58.0,  117.264,  429.8,2.1,  159.144,26.3,  171.2,24.5,27.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
MK,"Macedonia, The former Yugoslav Republic of",2003,M,  45.238,  69.4,65.2,  146.612,  449.6,2.0,  191.85,23.6,  171.5,26.4,32.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: April
MK,"Macedonia, The former Yugoslav Republic of",2004,M,  42.358,  65.4,64.8,  143.845,  441.5,2.0,  186.203,22.7,  169.4,25.0,32.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",2005,M,  40.291,  64.0,63.0,  150.806,  459.3,1.9,  191.097,21.1,  167.8,24.0,32.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",2006 b,M,  7.9,  79.3,10.0,  38.9,  723.3,1.9,  46.8,16.9,  270.3,2.9,5.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",2007,M,  6.0,  86.4,6.9,  28.6,  725.9,1.8,  34.6,17.3,  271.7,2.2,3.9,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",2008,M,  12.1,  96.4,12.6,  37.3,  721.7,2.4,  49.4,24.5,  272.5,4.4,5.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",2009,M,  46.7,  159.6,29.3,  178.4, 1 481.4,2.4,  225.1,20.7,  525.8,8.9,12.0,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MK,"Macedonia, The former Yugoslav Republic of",2010,M,  52.7,  150.1,35.1,  238.4, 1 484.7,2.2,  291.1,18.1,  506.4,10.4,16.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MG,Madagascar,2003,M,  67.8, 1 016.7,6.7,  78.6, 2 810.9,2.4,  146.4,46.3, 1 497.0,4.5,2.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
MG,Madagascar,2005,M,  20.8, 1 197.4,1.7,  57.0, 3 249.7,1.0,  77.8,26.7, 1 626.3,1.3,1.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
MW,Malawi,1983,M,  46.5,  547.3,8.5,  29.9, 1 045.0,3.0,  76.4,60.9,  783.1,5.9,2.9,LABORSTA,HS,T,Youth: 10-24; Adult: 25+,Reference period: November
MY,Malaysia,1995,M,  103.0,,,  43.6,,,  146.6,70.3,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,1996,M,  89.5,,,  50.1,,,  139.6,64.1,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,1997,M,  88.9,,,  40.8,,,  129.7,68.5,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,1998,M,  112.0, 1 301.9,8.6,  73.4, 4 602.3,5.4,  185.4,60.4, 2 243.5,5.0,1.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,1999,M,  133.4, 1 337.1,10.0,  78.9, 4 726.5,6.0,  212.3,62.8, 2 305.8,5.8,1.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,2000,M,  110.9, 1 335.8,8.3,  71.9, 4 939.4,5.7,  182.8,60.7, 2 311.2,4.8,1.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,2001,M,  131.2,,,  81.1,,,  212.3,61.8,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,2002,M,  127.8,,,  82.6,,,  210.4,60.7,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,2003,M,  142.6,,,  93.4,,,  236.0,60.4,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,2004,M,  142.2,,,  82.5,,,  224.7,63.3,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,2005,M,  143.2,,,  87.2,,,  230.4,62.2,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,2006,M,  135.1,,,  89.8,,,  224.9,60.1,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,2007,M,  131.4, 1 256.0,10.5,  85.0, 5 707.6,7.0,  216.4,60.7,,,1.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MY,Malaysia,2008,M,  130.1, 1 259.6,10.3,  93.4, 5 815.1,6.4,  223.5,58.2,,,1.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
MV,Maldives,1995,M,  0.167,  11.9,1.4,  0.121,  37.0,4.3,  0.288,58.0,  22.2,0.8,0.3,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Coverage limitation: Excluding conscripts
MV,Maldives,2000,M,  0.542,  13.5,4.0,  0.367,  44.3,4.8,  0.909,59.6,  28.2,1.9,0.8,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Coverage limitation: Excluding conscripts
MV,Maldives,2006,M,  3.354,  21.7,15.5,  2.627,  54.0,3.2,  5.981,56.1,  37.1,9.0,4.9,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Coverage limitation: Excluding conscripts
MT,Malta,2000,M,  2.4,  18.1,13.3,  4.2,  88.2,2.8,  6.6,36.4,  30.2,7.9,4.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2001,M,  4.2,  20.7,20.3,  3.2,  90.5,5.7,  7.4,56.8,  30.4,13.8,3.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2002,M,  3.1,  18.9,16.4,  3.8,  90.8,3.9,  6.9,44.9,  30.2,10.3,4.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2003,M,  3.0,  19.4,15.5,  4.1,  91.3,3.4,  7.1,42.3,  30.9,9.7,4.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2004,M,  3.5,  18.4,19.0,  4.2,  92.2,4.2,  7.7,45.5,  30.6,11.4,4.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2005,M,  3.1,  17.7,17.5,  4.2,  92.1,3.8,  7.3,42.5,  31.5,9.8,4.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2006,M,  2.9,  16.9,17.2,  4.0,  95.4,4.1,  6.9,42.0,  29.8,9.7,4.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2007,M,  2.7,  17.0,15.9,  4.1,  96.1,3.7,  6.8,39.7,  29.9,9.0,4.3,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2008,M,  2.2,  16.4,13.4,  4.1,  96.9,3.2,  6.3,34.9,  29.7,7.4,4.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2009,M,  2.6,  16.6,15.7,  5.0,  98.8,3.1,  7.6,34.2,  30.2,8.6,5.1,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MT,Malta,2010,M,  2.3,  16.6,13.9,  5.7,  99.8,2.4,  8.0,28.8,  30.0,7.7,5.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25+,
MQ,Martinique,1995,M,  4.1,,,  14.5,,,  18.6,22.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,1998,M,  3.4,,,  19.2,,,  22.6,15.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,1999 b,M,  4.3,  7.401,58.1,  21.0,  79.027,2.2,  25.3,17.0,  26.195,16.4,26.6,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
MQ,Martinique,2000 b,M,  2.9,,,  16.0,,,  18.9,15.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,2001,M,  2.8,,,  13.4,,,  16.2,17.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,2002 b,M,  3.1,,,  12.2,,,  15.3,20.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: June
Survey limitation: Methodology revised; data not strictly comparable."
MQ,Martinique,2003,M,  2.9,,,  13.1,,,  16.0,18.1,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,2004,M,  2.9,,,  13.0,,,  15.9,18.2,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,2005,M,  2.9,,,  13.3,,,  16.2,17.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,2006,M,  4.2,,,  14.9,,,  19.1,22.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,2007,M,  4.2,,,  14.9,,,  19.1,22.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,2008,M,  3.5,  7.4,47.3,  12.2,  69.8,2.7,  15.7,22.3,,,17.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: June
MQ,Martinique,2009 b,M,,,63.9,,,,,,,,,NSO,LFS,T,Youth: 15-24,
MU,Mauritius,1995,M,  14.5,  67.6,21.4,  10.1,  254.7,5.4,  24.6,58.9,  103.9,14.0,4.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
MU,Mauritius,2004,M,  12.1,  57.0,21.2,  8.2,  291.2,7.5,  20.3,59.6,  101.4,11.9,2.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
MU,Mauritius,2005,M,  10.8,  52.7,20.5,  9.6,  296.7,6.3,  20.4,52.9,  99.8,10.8,3.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
MU,Mauritius,2006,M,  9.2,  50.8,18.1,  10.4,  301.2,5.2,  19.6,46.9,  99.7,9.2,3.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
MU,Mauritius,2007 b,M,  9.4,  47.0,20.0,  9.2,  306.6,6.7,  18.6,50.5,  88.9,10.6,3.0,LABORSTA,HS,C,Youth: 16-24; Adult: 25+,
MU,Mauritius,2008,M,  6.7,  44.3,15.1,  7.9,  311.3,6.0,  14.6,45.9,  88.6,7.6,2.5,LABORSTA,HS,C,Youth: 16-24; Adult: 25+,
MU,Mauritius,2009 b,M,  8.1,  44.8,18.1,  7.7,  313.3,7.4,  15.8,51.3,  91.125,8.9,2.5,NSO,LFS,T,Youth: 16-24; Adult: 25+,
MU,Mauritius,2010,M,  8.875,  45.75,19.4,  7.8,  317.15,7.9,  16.675,53.2,  92.575,9.6,2.5,NSO,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,1988,M,  208.6, 6 450.3,3.2,  185.2, 13 297.5,2.3,  393.8,53.0,,,1.4,LABORSTA,HS,T,Youth: 12-24; Adult: 25+,Reference period: Second quarter
MX,Mexico,1991 b,M,  316.7, 6 043.9,5.2,  210.2, 14 830.9,3.7,  526.9,60.1, 8 490.9,3.7,1.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Biennal survey
MX,Mexico,1992 b,M,  317.0, 6 290.7,5.0,  259.1, 15 255.7,3.0,  576.1,55.0, 8 709.4,3.6,1.7,OECD,OE,T,Youth: 15-24; Adult: 25+,"Reference period: Biennal survey
Survey limitation: Estimated based on rates of growth between survey years 1993/1991."
MX,Mexico,1993 b,M,  318.1, 6 549.1,4.9,  322.7, 15 711.3,2.4,  640.8,49.6, 8 934.3,3.6,2.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Biennal survey
MX,Mexico,1994 b,M,  425.5, 6 567.3,6.5,  475.4, 16 111.9,2.2,  900.9,47.2, 9 041.4,4.7,3.0,OECD,OE,T,Youth: 15-24; Adult: 25+,"Reference period: Biennal survey
Survey limitation: Estimated based on rates of growth between survey years 1995/1993."
MX,Mexico,1995 b,M,  611.5, 6 649.4,9.2,  788.0, 16 514.9,1.9, 1 399.5,43.7, 9 259.4,6.6,4.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,
MX,Mexico,1996,M,  497.3, 6 553.1,7.6,  552.1, 17 051.6,2.3, 1 049.4,47.4, 9 216.2,5.4,3.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,
MX,Mexico,1997,M,  361.1, 6 401.3,5.6,  358.0, 17 830.699,2.8,  719.1,50.2, 9 034.9,4.0,2.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,
MX,Mexico,1998,M,  339.7, 6 591.6,5.2,  374.5, 18 257.6,2.5,  714.2,47.6, 9 274.0,3.7,2.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,
MX,Mexico,1999,M,  185.6, 6 298.3,2.9,  300.6, 18 646.0,1.8,  486.2,38.2, 9 088.4,2.0,1.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,
MX,Mexico,2000,M,  280.5, 6 325.6,4.4,  273.2, 18 933.4,3.1,  553.7,50.7, 9 346.7,3.0,1.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2001,M,  227.8, 5 985.1,3.8,  316.8, 19 346.0,2.3,  544.6,41.8, 9 133.8,2.5,1.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2002,M,  282.4, 5 884.2,4.8,  368.4, 19 922.1,2.6,  650.8,43.4, 9 245.0,3.1,1.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2003,M,  297.5, 5 882.7,5.1,  385.2, 20 262.1,2.7,  682.7,43.6, 9 471.2,3.1,1.9,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2004,M,  358.2, 6 034.9,5.9,  463.0, 20 667.6,2.6,  821.2,43.6, 9 496.5,3.8,2.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2005,M,  350.0, 5 707.6,6.1,  559.4, 20 816.801,2.3,  909.4,38.5, 9 304.3,3.8,2.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2006,M,  310.9, 5 770.1,5.4,  495.1, 21 381.0,2.3,  806.0,38.6, 9 222.7,3.4,2.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2007,M,  360.44, 5 802.904,6.2,  517.501, 21 655.199,2.6,  877.941,41.1, 9 410.832,3.8,2.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2008,M,  367.4, 5 923.6,6.2,  553.3, 22 159.6,2.5,  920.7,39.9, 9 589.7,3.8,2.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2009,M,  572.2, 5 891.0,9.7,  965.6, 22 537.699,2.3, 1 537.8,37.2, 9 876.0,5.8,4.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MX,Mexico,2010,M,  566.3, 6 199.3,9.1,  969.0, 22 925.9,2.2, 1 535.3,36.9, 10 103.9,5.6,4.2,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
MD,"Moldova, Republic of",1999,M,  37.9,,,  75.8,,,  113.7,33.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2000,M,  21.2,,,  59.5,,,  80.7,26.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2001,M,  21.8,,,  48.4,,,  70.2,31.1,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2002,M,  19.5,  111.8,17.4,  44.9,  683.5,2.7,  64.4,30.3,  345.3,5.6,6.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2003,M,  17.6,  92.8,19.0,  52.4,  638.4,2.3,  70.0,25.1,,,8.2,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2004,M,  18.2,  84.8,21.5,  52.5,  616.8,2.5,  70.7,25.7,  350.7,5.2,8.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2005,M,  15.5,  81.3,19.1,  44.2,  608.2,2.6,  59.7,26.0,  354.8,4.4,7.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2006,M,  16.4,  91.4,17.9,  45.1,  598.8,2.4,  61.5,26.7,,,7.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2007,M,  12.1,  81.2,14.9,  29.2,  581.8,3.0,  41.3,29.3,,,5.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2008,M,  8.0,  78.9,10.1,  21.9,  579.8,2.7,  29.9,26.8,,,3.8,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
MD,"Moldova, Republic of",2009 b,M,  12.9,  81.6,15.8,  37.8,  566.9,2.4,  50.8,25.4,  288.8,4.5,6.7,NSO,LFS,T,Youth: 15-24; Adult: 25+,
MC,Monaco,2000,M,  0.017,  0.259,6.6,  0.175,  7.38,2.8,  0.192,8.9,  1.367,1.2,2.4,LABORSTA,PC,T,Youth: 17-24; Adult: 25+,Survey limitation: The size of the Census sample tabulation is not specified.
MN,Mongolia,2003,M,  21.6,  110.9,19.5,  53.0,  412.6,1.5,  74.6,29.0,  230.7,9.4,12.8,NSO,LFS,C,Youth: 15-24; Adult: 25+,Reference period: October of the preceding year to September of the current year
MA,Morocco,1990,M,  179.9,  582.2,30.9,  221.4, 2 243.0,3.1,  401.3,44.8, 1 173.9,15.3,9.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Geographic limitation: Urban areas
MA,Morocco,1991,M,  192.5,,,  266.8,,,  459.3,41.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Geographic limitation: Urban areas
MA,Morocco,1992,M,  168.2,,,  232.5,,,  400.7,42.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Geographic limitation: Urban areas
MA,Morocco,1993,M,  198.1,,,  270.9,,,  469.0,42.2,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Geographic limitation: Urban areas
MA,Morocco,1996,M,  262.9,,,  305.2,,,  568.1,46.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Geographic limitation: Urban areas
MA,Morocco,1997,M,  237.5,,,  337.3,,,  574.8,41.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Geographic limitation: Urban areas
MA,Morocco,1998,M,  281.4,  811.3,34.7,  394.7, 3 056.5,2.7,  676.1,41.6, 1 522.8,18.5,12.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Geographic limitation: Urban areas
